"","results.parameter","results.city","results.country","results.coordinates.latitude","results.coordinates.longitude","units","valuemax","valuemean","tally"
"1376","pm25","ONTARIO","CA",43.2561,-79.8617,"micrograms per cubic meter",13,4.2093023255814,43
"1377","pm25","ONTARIO","CA",43.3306,-81.7425,"micrograms per cubic meter",9,3.6,40
"1378","pm25","ONTARIO","CA",43.4419,-80.5044,"micrograms per cubic meter",7,3.06818181818182,44
"1379","pm25","ONTARIO","CA",43.6619,-79.3853,"micrograms per cubic meter",7,3.48837209302326,43
"1380","pm25","ONTARIO","CA",44.1503,-77.3956,"micrograms per cubic meter",31,7.68181818181818,44
"1381","pm25","ONTARIO","CA",44.219867,-76.521128,"micrograms per cubic meter",9,3,43
"1382","pm25","ONTARIO","CA",44.2994,-81.5753,"micrograms per cubic meter",5,2.31818181818182,44
"1383","pm25","ONTARIO","CA",44.3,-78.35,"micrograms per cubic meter",22,5.65853658536585,41
"1384","pm25","ONTARIO","CA",44.382361,-79.702306,"micrograms per cubic meter",9,3.65909090909091,44
"1385","pm25","ONTARIO","CA",45.0294,-74.7394,"micrograms per cubic meter",13,3.06818181818182,44
"1386","pm25","ONTARIO","CA",45.2211,-78.9314,"micrograms per cubic meter",9,3.38636363636364,44
"1387","pm25","ONTARIO","CA",45.3378,-80.0378,"micrograms per cubic meter",7,3.38636363636364,44
"1388","pm25","ONTARIO","CA",45.4322,-75.6764,"micrograms per cubic meter",11,3.86363636363636,44
"1389","pm25","ONTARIO","CA",46.3175,-79.4453,"micrograms per cubic meter",13,3.77272727272727,44
"1390","pm25","ONTARIO","CA",46.491941,-81.003105,"micrograms per cubic meter",16,6.06976744186047,43
"1391","pm25","ONTARIO","CA",46.5331,-84.3094,"micrograms per cubic meter",21,4.425,40
"1392","pm25","Oost-Vlaanderen","BE",51.0406894198246,3.73497147968531,"micrograms per cubic meter",16.5,9.1,5
"1393","pm25","Oost-Vlaanderen","BE",51.058332,3.729298,"micrograms per cubic meter",16.5,9.4,5
"1394","pm25","Oost-Vlaanderen","BE",51.0612776980517,3.77526238964536,"micrograms per cubic meter",15.5,8,5
"1395","pm25","Oost-Vlaanderen","BE",51.1246905122968,3.73950422044193,"micrograms per cubic meter",21,11.2,5
"1396","pm25","Oost-Vlaanderen","BE",51.196063,3.82292,"micrograms per cubic meter",16.5,8.6,5
"1397","pm25","Oost-Vlaanderen","BE",51.2539648810663,4.20146039512657,"micrograms per cubic meter",21.5,11.3,5
"1398","pm25","Oost-Vlaanderen","BE",51.2631177172701,4.27888982166783,"micrograms per cubic meter",21.5,11.2,5
"1399","pm25","Oost-Vlaanderen","BE",51.2906675271431,4.29332947694039,"micrograms per cubic meter",18.5,10.3,5
"1400","pm25","Opole","PL",50.666736,17.899137,"micrograms per cubic meter",110.193,10.5609544144144,111
"1401","pm25","Orlando-Kissimmee","US",28.5997,-81.3628,"micrograms per cubic meter",23.2,7.39230769230769,39
"1402","pm25","Orlando-Kissimmee","US",28.7456,-81.31,"micrograms per cubic meter",7,4.59333333333333,45
"1403","pm25","Orne","FR",48.6450083458689,-0.458333034371758,"micrograms per cubic meter",16.3,5.4704347826087,115
"1404","pm25","Osjecko-baranjska","HR",45.6980277772411,18.8346388888889,"micrograms per cubic meter",23.7,10.791,100
"1405","pm25","Oslo","NO",59.89869,10.81495,"micrograms per cubic meter",9.8,5.14175824175824,91
"1406","pm25","Oslo","NO",59.91132,10.70407,"micrograms per cubic meter",9,4.96179775280899,89
"1407","pm25","Oslo","NO",59.914106,10.82263,"micrograms per cubic meter",8.079142,3.10691077777778,81
"1408","pm25","Oslo","NO",59.91898,10.69707,"micrograms per cubic meter",8.5,3.03763440860215,93
"1409","pm25","Oslo","NO",59.91975,10.68973,"micrograms per cubic meter",17,4.66666666666667,63
"1410","pm25","Oslo","NO",59.92295,10.76573,"micrograms per cubic meter",9.09,2.99329411764706,85
"1411","pm25","Oslo","NO",59.92556,10.850367,"micrograms per cubic meter",14.183667,3.77283665957447,94
"1412","pm25","Oslo","NO",59.92773,10.84633,"micrograms per cubic meter",9.21,3.60071428571429,84
"1413","pm25","Oslo","NO",59.93233,10.72447,"micrograms per cubic meter",14.887632,3.48975658823529,85
"1414","pm25","Oslo","NO",59.93255,10.66984,"micrograms per cubic meter",10.780053,3.42704619753086,81
"1415","pm25","Oslo","NO",59.94103,10.79803,"micrograms per cubic meter",19.333641,3.00858706896552,58
"1416","pm25","Osorno","CL",-40.584478665958,-73.11871982209,"micrograms per cubic meter",165,24.0747663551402,107
"1417","pm25","Ostrobothnia","FI",63.1012099995673,21.60407,"micrograms per cubic meter",3.067919,1.08941915775862,116
"1418","pm25","OTTAWA","US",36.804669,-94.725024,"micrograms per cubic meter",26.4,5.43305186972256,829
"1419","pm25","Otwock","PL",52.115725,21.237297,"micrograms per cubic meter",32.62,11.8836363636364,110
"1420","pm25","Ourense","ES",42.3519444394653,-7.87694444,"micrograms per cubic meter",6.7,4.74,5
"1421","pm25","Owensboro","US",37.7808,-87.0756,"micrograms per cubic meter",17.2,9.71666666666667,54
"1422","pm25","OXFORD","US",44.5514,-70.5463,"micrograms per cubic meter",18,5.16438356164384,73
"1423","pm25","Oxnard-Thousand Oaks-Ventura","US",34.21017,-118.87051,"micrograms per cubic meter",27,12.5576923076923,104
"1424","pm25","Oxnard-Thousand Oaks-Ventura","US",34.25239,-119.14318,"micrograms per cubic meter",53,12.8867924528302,106
"1425","pm25","Oxnard-Thousand Oaks-Ventura","US",34.27632,-118.68369,"micrograms per cubic meter",80,15.6037735849057,106
"1426","pm25","Oxnard-Thousand Oaks-Ventura","US",34.40428,-118.80998,"micrograms per cubic meter",30,14.9809523809524,105
"1427","pm25","Oxnard-Thousand Oaks-Ventura","US",34.44806,-119.2313,"micrograms per cubic meter",23,12.0096153846154,104
"1428","pm25","PACIFIC","US",46.688218,-123.731764,"micrograms per cubic meter",170.3,72.1807228915663,83
"1429","pm25","Padre las Casas","CL",-38.764767451719,-72.598795682209,"micrograms per cubic meter",275,47.7766990291262,103
"1430","pm25","Paducah","US",37.0581,-88.5725,"micrograms per cubic meter",18.3,12.2259259259259,54
"1431","pm25","Paijanne Tavastia","FI",60.9912899995451,25.66579,"micrograms per cubic meter",4.82215,1.95867348965517,116
"1432","pm25","Palencia","ES",42.7036099994648,-4.82722,"micrograms per cubic meter",4,1.65217391304348,46
"1433","pm25","Pali","IN",25.771061,73.340227,"micrograms per cubic meter",34.4,25.68125,8
"1434","pm25","Palm Bay-Melbourne-Titusville","US",28.0542,-80.6283,"micrograms per cubic meter",8.6,4.33170731707317,41
"1435","pm25","PALM BEACH","US",26.724167,-80.663055,"micrograms per cubic meter",7.4,2.68717948717949,39
"1436","pm25","PALO ALTO","US",43.123299,-94.693298,"micrograms per cubic meter",13,2.98936170212766,94
"1437","pm25","Palwal ","IN",28.1485564,77.3320667,"micrograms per cubic meter",49.75,18.5996,25
"1438","pm25","Panama City-Lynn Haven","US",30.128901,-85.738098,"micrograms per cubic meter",23.3,12.6782608695652,46
"1439","pm25","Panchkula","IN",30.7057778,76.8531805555555,"micrograms per cubic meter",54.69,35.0111111111111,9
"1440","pm25","Panipat","IN",29.497973,76.993331,"micrograms per cubic meter",52.04,31.5496,25
"1441","pm25","Paris","FR",48.8386033565984,2.41278502161662,"micrograms per cubic meter",30.7,11.7080357142857,112
"1442","pm25","PARK","US",44.52612,-109.016733,"micrograms per cubic meter",9,2.72885032537961,461
"1443","pm25","Pas-de-Calais","FR",50.5354044876555,2.63569297621804,"micrograms per cubic meter",15.6,7.26869565217391,115
"1444","pm25","Pas-de-Calais","FR",50.610484351663,1.99144820390604,"micrograms per cubic meter",15.3,6.51818181818182,110
"1445","pm25","Pascagoula","US",30.377501,-88.533897,"micrograms per cubic meter",13.8,7.11666666666667,102
"1446","pm25","Patiala","IN",30.349388,76.366642,"micrograms per cubic meter",47.73,29.6891666666667,12
"1447","pm25","Patna","IN",25.586562,85.043586,"micrograms per cubic meter",77.82,28.0968,50
"1448","pm25","Patna","IN",25.592539,85.227158,"micrograms per cubic meter",80.99,24.6949019607843,51
"1449","pm25","Patna","IN",25.5941,85.1376,"micrograms per cubic meter",81,60.4,10
"1450","pm25","Patna","IN",25.596727,85.085624,"micrograms per cubic meter",99.13,35.2855319148936,47
"1451","pm25","Patna","IN",25.599486,85.113666,"micrograms per cubic meter",999.99,78.65625,48
"1452","pm25","Patna","IN",25.619651,85.147382,"micrograms per cubic meter",58.01,32.4559523809524,42
"1453","pm25","Peje","XK",42.659691,20.284598,"micrograms per cubic meter",27.645,16.0834536082474,97
"1454","pm25","Pendleton-Hermiston","US",45.652231,-118.823033,"micrograms per cubic meter",460.9,118.267777777778,90
"1455","pm25","Pendleton-Hermiston","US",45.828968,-119.262991,"micrograms per cubic meter",582.1,80.6258823529412,85
"1456","pm25","PENOBSCOT","US",44.817398,-68.772762,"micrograms per cubic meter",9,3.41558441558442,77
"1457","pm25","Pensacola-Ferry Pass-Brent","US",30.525,-87.204399,"micrograms per cubic meter",32.9,13.7586956521739,46
"1458","pm25","Peoria","US",40.6978,-89.5889,"micrograms per cubic meter",13.8,6.03684210526316,38
"1459","pm25","PERRY","US",37.2831,-83.2203,"micrograms per cubic meter",12.7,6.43225806451613,62
"1460","pm25","Pesaro E Urbino","IT",43.89333,12.91889,"micrograms per cubic meter",20.7,7.76329113924051,79
"1461","pm25","Philadelphia-Camden-Wilmington","US",39.5511,-75.7308,"micrograms per cubic meter",11.8,5.18155339805825,103
"1462","pm25","Philadelphia-Camden-Wilmington","US",39.701099,-75.860001,"micrograms per cubic meter",11,3.8953488372093,86
"1463","pm25","Philadelphia-Camden-Wilmington","US",39.7394,-75.5581,"micrograms per cubic meter",8.9,5.89818181818182,55
"1464","pm25","Philadelphia-Camden-Wilmington","US",39.818715,-75.413973,"micrograms per cubic meter",12.5,6.08557692307692,104
"1465","pm25","Philadelphia-Camden-Wilmington","US",39.8344,-75.7678,"micrograms per cubic meter",12.1,6.20096153846154,104
"1466","pm25","Philadelphia-Camden-Wilmington","US",39.8356,-75.3725,"micrograms per cubic meter",13.5,6.73291139240506,79
"1467","pm25","Philadelphia-Camden-Wilmington","US",39.934446,-75.125291,"micrograms per cubic meter",19.8,7.33958333333333,48
"1468","pm25","Philadelphia-Camden-Wilmington","US",40.1122,-75.3092,"micrograms per cubic meter",12.8,5.70582524271845,103
"1469","pm25","PHILADELPHIA","US",39.922516,-75.186783,"micrograms per cubic meter",9.9,5.15643564356436,101
"1470","pm25","PHILADELPHIA","US",39.988842,-75.207205,"micrograms per cubic meter",14,6.81188118811881,101
"1471","pm25","PHILADELPHIA","US",39.991389,-75.080833,"micrograms per cubic meter",13,6.46407766990291,103
"1472","pm25","PHILADELPHIA","US",40.054171,-74.985166,"micrograms per cubic meter",11.1,5.41862745098039,102
"1473","pm25","PHILLIPS","US",48.317507,-107.862471,"micrograms per cubic meter",28,8.91882352941176,85
"1474","pm25","Phoenix-Mesa-Scottsdale","US",32.877583,-111.752222,"micrograms per cubic meter",31,12.122641509434,106
"1475","pm25","Phoenix-Mesa-Scottsdale","US",33.4033,-112.0731,"micrograms per cubic meter",24,9.605,100
"1476","pm25","Phoenix-Mesa-Scottsdale","US",33.4105,-111.8651,"micrograms per cubic meter",21.4,8.351,100
"1477","pm25","Phoenix-Mesa-Scottsdale","US",33.4124,-111.9347,"micrograms per cubic meter",18.9,6.95157894736842,95
"1478","pm25","Phoenix-Mesa-Scottsdale","US",33.4265,-112.1181,"micrograms per cubic meter",25.7,9.72765957446808,94
"1479","pm25","Phoenix-Mesa-Scottsdale","US",33.461807,-112.128044,"micrograms per cubic meter",30.2,12.5316831683168,101
"1480","pm25","Phoenix-Mesa-Scottsdale","US",33.483799,-112.142601,"micrograms per cubic meter",22.4,9.39795918367347,98
"1481","pm25","Phoenix-Mesa-Scottsdale","US",33.503601,-112.095001,"micrograms per cubic meter",29,8.24761904761905,105
"1482","pm25","Phoenix-Mesa-Scottsdale","US",33.560299,-112.066299,"micrograms per cubic meter",21.3,7.128,100
"1483","pm25","Phoenix-Mesa-Scottsdale","US",33.5694,-112.1915,"micrograms per cubic meter",23.2,7.54742268041237,97
"1484","pm25","PIKE","US",37.4828,-82.5353,"micrograms per cubic meter",13.9,6.04117647058824,68
"1485","pm25","PIMA","US",32.322573,-111.037709,"micrograms per cubic meter",16,6.04,100
"1486","pm25","PINAL","US",32.884761,-112.03705,"micrograms per cubic meter",64,16.847619047619,105
"1487","pm25","Pirkanmaa","FI",61.4990999995502,23.80221,"micrograms per cubic meter",5.375133,2.34445549189189,111
"1488","pm25","Pirkanmaa","FI",61.5085399995503,23.67583,"micrograms per cubic meter",6.5810456,2.53054087241379,116
"1489","pm25","Pithampur","IN",22.624758,75.675238,"micrograms per cubic meter",43,26.8571428571429,7
"1490","pm25","Pittsburgh","US",39.917663,-79.805499,"micrograms per cubic meter",17.6,8.23557692307692,104
"1491","pm25","Pittsburgh","US",40.1469,-79.9033,"micrograms per cubic meter",16.5,8.2551724137931,87
"1492","pm25","Pittsburgh","US",40.3053,-79.5061,"micrograms per cubic meter",15.2,8.08217821782178,101
"1493","pm25","Pittsburgh","US",40.4447,-80.42,"micrograms per cubic meter",13.1,8.76633663366337,101
"1494","pm25","Pittsburgh","US",40.4656,-79.9611,"micrograms per cubic meter",21,9.64077669902913,103
"1495","pm25","Pittsburgh","US",40.747799,-80.316704,"micrograms per cubic meter",13.9,9.15,96
"1496","pm25","Pittsburgh","US",40.8142,-79.565,"micrograms per cubic meter",14.4,8.45436893203883,103
"1497","pm25","PLACER","US",39.166,-120.1488,"micrograms per cubic meter",92,37.8888888888889,90
"1498","pm25","PLUMAS","US",39.808334,-120.471664,"micrograms per cubic meter",750,125.729411764706,85
"1499","pm25","PLUMAS","US",39.9369,-120.9478,"micrograms per cubic meter",829,383.622222222222,45
"1500","pm25","PLUMAS","US",40.301899,-121.235001,"micrograms per cubic meter",523,120.077922077922,77
"1501","pm25","PLYMOUTH","US",42.065119,-71.012686,"micrograms per cubic meter",19,5.97260273972603,73
"1502","pm25","Pocatello","US",42.876701,-112.460297,"micrograms per cubic meter",26,5.46464646464646,99
"1503","pm25","POLK","US",44.92261,-123.301956,"micrograms per cubic meter",235.3,72.395,80
"1504","pm25","Ponca City","US",36.697189,-97.081278,"micrograms per cubic meter",19,7.12330097087379,103
"1505","pm25","PONCE","US",18.009556,-66.62725,"micrograms per cubic meter",78.2,23.2820069204152,867
"1506","pm25","Pontevedra","ES",42.2191666594655,-8.74194444,"micrograms per cubic meter",16,11.0666666666667,6
"1507","pm25","Pontevedra","ES",42.7164799994647,-8.644105,"micrograms per cubic meter",9.2,5.61666666666667,6
"1508","pm25","Port Angeles","US",48.2867,-124.6203,"micrograms per cubic meter",270.7,63.6712643678161,87
"1509","pm25","Port Angeles","US",48.366058,-124.610046,"micrograms per cubic meter",184.1,56.2602564102564,78
"1510","pm25","Port Talbot","GB",51.58395,-3.770822,"micrograms per cubic meter",7,4.94594594594595,111
"1511","pm25","Portland-South Portland-Biddeford","US",43.660248,-70.268967,"micrograms per cubic meter",10,3.24285714285714,70
"1512","pm25","Portland-Vancouver-Beaverton","US",45.25928,-122.588151,"micrograms per cubic meter",311.4,59.209375,32
"1513","pm25","Portland-Vancouver-Beaverton","US",45.39916,-122.7455,"micrograms per cubic meter",242.3,64.7722222222222,72
"1514","pm25","Portland-Vancouver-Beaverton","US",45.4702,-122.8159,"micrograms per cubic meter",257.4,103.004545454545,88
"1515","pm25","Portland-Vancouver-Beaverton","US",45.496641,-122.602877,"micrograms per cubic meter",346.6,105.62183908046,87
"1516","pm25","Portland-Vancouver-Beaverton","US",45.528501,-122.972398,"micrograms per cubic meter",267.1,92.2093023255814,86
"1517","pm25","Portland-Vancouver-Beaverton","US",45.558081,-122.670985,"micrograms per cubic meter",196.5,68.7494252873563,87
"1518","pm25","Portland-Vancouver-Beaverton","US",45.562203,-122.575624,"micrograms per cubic meter",277.3,103.954054054054,74
"1519","pm25","Portland-Vancouver-Beaverton","US",45.768531,-122.7721,"micrograms per cubic meter",207.6,90.5068493150685,73
"1520","pm25","Porto","PT",41.274167,-8.376111,"micrograms per cubic meter",160,34.8666666666667,60
"1521","pm25","Portsmouth","US",38.508114,-82.659301,"micrograms per cubic meter",19.2,9.22330097087379,103
"1522","pm25","Poughkeepsie-Newburgh-Middletown","US",41.4994,-74.0097,"micrograms per cubic meter",9.8,4.82131147540984,61
"1523","pm25","POWDER RIVER","US",45.440295,-105.37028,"micrograms per cubic meter",180.6,12.3754385964912,57
"1524","pm25","Preston","GB",53.76559,-2.680353,"micrograms per cubic meter",7,5.17241379310345,116
"1525","pm25","PRINCE EDWARD ISLAND","CA",46.2406,-63.1306,"micrograms per cubic meter",7,3.94736842105263,95
"1526","pm25","PRINCE EDWARD ISLAND","CA",46.3864,-62.5828,"micrograms per cubic meter",7,3.33684210526316,95
"1527","pm25","PRINCE EDWARD ISLAND","CA",46.4783,-63.9869,"micrograms per cubic meter",26,4.38541666666667,96
"1528","pm25","Prineville","US",44.299787,-120.844773,"micrograms per cubic meter",519.8,39.1,78
"1529","pm25","Prishtine","XK",42.648872,21.137121,"micrograms per cubic meter",47.67,16.0630927835052,97
"1530","pm25","Prishtine","XK",42.659656,21.157309,"micrograms per cubic meter",24.94,14.2119789473684,95
"1531","pm25","Pristina","XK",42.661995,21.15055,"micrograms per cubic meter",43,20.9217391304348,115
"1532","pm25","Prizren","XK",42.215859,20.741556,"micrograms per cubic meter",37.163,13.9664020618557,97
"1533","pm25","Providence-New Bedford-Fall River","US",41.4942,-71.4219,"micrograms per cubic meter",10,3.51282051282051,78
"1534","pm25","Providence-New Bedford-Fall River","US",41.615,-71.7197,"micrograms per cubic meter",10,3.60810810810811,74
"1535","pm25","Providence-New Bedford-Fall River","US",41.6833,-71.169701,"micrograms per cubic meter",6,2.38888888888889,36
"1536","pm25","Providence-New Bedford-Fall River","US",41.807523,-71.41392,"micrograms per cubic meter",10,4.7029702970297,101
"1537","pm25","Providence-New Bedford-Fall River","US",41.829495,-71.417457,"micrograms per cubic meter",13,6.01980198019802,101
"1538","pm25","Providence-New Bedford-Fall River","US",41.840302,-71.361702,"micrograms per cubic meter",16,7.37623762376238,101
"1539","pm25","Provo-Orem","US",40.136398,-111.660202,"micrograms per cubic meter",36.2,8.96179775280899,89
"1540","pm25","Provo-Orem","US",40.3414,-111.7136,"micrograms per cubic meter",42.9,8.78539325842697,89
